Code,Name,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2015 POPCEN)","POPULATION
(2015 POPCEN)",
012819000,Pinili,Mun,,,3rd,," 17,300 ",
012819001,Aglipay,Bgy,,,,U, 607 ,
012819002,Apatut-Lubong,Bgy,,,,R, 394 ,
012819003,Badio,Bgy,,,,R," 1,355 ",
012819004,Barbar,Bgy,,,,R, 622 ,
012819005,Buanga,Bgy,,,,R, 421 ,
012819006,Bulbulala,Bgy,,,,R, 504 ,
012819007,Bungro,Bgy,,,,R, 380 ,
012819008,Cabaroan,Bgy,,,,R, 467 ,
012819009,Capangdanan,Bgy,,,,R, 755 ,
012819010,Dalayap,Bgy,,,,U, 668 ,
012819011,Darat,Bgy,,,,U," 1,091 ",
012819012,Gulpeng,Bgy,,,,R, 380 ,
012819013,Liliputen,Bgy,,,,R, 479 ,
012819014,Lumbaan-Bicbica,Bgy,,,,R, 726 ,
012819015,Nagtrigoan,Bgy,,,,R, 698 ,
012819016,Pagdilao (Pob.),Bgy,,,,U," 1,236 ",
012819017,Pugaoan,Bgy,,,,R, 559 ,
012819018,Puritac,Bgy,,,,R, 562 ,
012819019,Sacritan,Bgy,,,,R," 1,184 ",
012819020,Salanap,Bgy,,,,R, 478 ,
012819021,Santo Tomas,Bgy,,,,R, 721 ,
012819022,Tartarabang,Bgy,,,,R," 1,098 ",
012819023,Puzol,Bgy,,,,R, 257 ,
012819024,Upon,Bgy,,,,R, 577 ,
012819025,Valbuena (Pob.),Bgy,,,,U," 1,081 ",
012820000,San Nicolas,Mun,,,2nd,," 36,736 ",
012820001,San Francisco (Pob.),Bgy,,,,U," 1,599 ",
012820002,San Ildefonso (Pob.),Bgy,,,,U," 1,470 ",
012820003,San Agustin,Bgy,,,,R," 2,249 ",
012820004,San Baltazar (Pob.),Bgy,,,,U, 752 ,
012820005,San Bartolome (Pob.),Bgy,,,,U, 872 ,
012820006,San Cayetano (Pob.),Bgy,,,,R, 776 ,
012820007,San Eugenio (Pob.),Bgy,,,,R," 1,075 ",
012820008,San Fernando (Pob.),Bgy,,,,U," 1,086 ",
012820009,San Gregorio (Pob.),Bgy,,,,R," 1,718 ",
012820010,San Guillermo,Bgy,,,,U," 1,777 ",
012820011,San Jose (Pob.),Bgy,,,,R," 1,130 ",
012820012,San Juan Bautista (Pob.),Bgy,,,,R," 3,041 ",
012820013,San Lorenzo,Bgy,,,,U," 2,277 ",
012820014,San Lucas (Pob.),Bgy,,,,U," 1,384 ",
012820015,San Marcos,Bgy,Payas,,,U," 2,675 ",
012820016,San Miguel (Pob.),Bgy,,,,U," 1,606 ",
012820017,San Pablo,Bgy,,,,R," 1,709 ",
012820018,San Paulo (Pob.),Bgy,,,,R, 959 ,
012820019,San Pedro,Bgy,Bingao,,,R," 1,815 ",
012820020,San Rufino (Pob.),Bgy,,,,R," 1,145 ",
012820021,San Silvestre (Pob.),Bgy,,,,R, 835 ,
012820022,Santa Asuncion,Bgy,Samac,,,U, 881 ,
012820023,Santa Cecilia,Bgy,Barabar,,,R," 1,904 ",
012820024,Santa Monica,Bgy,Nagrebcan,,,R," 2,001 ",
012821000,Sarrat,Mun,,,4th,," 25,212 ",
012821001,San Agustin (Pob.),Bgy,,,,U, 604 ,
012821002,San Andres,Bgy,,,,R," 1,479 ",
012821003,San Antonio,Bgy,,,,R," 1,188 ",
012821004,San Bernabe,Bgy,,,,R, 250 ,
012821005,San Cristobal,Bgy,,,,R," 1,597 ",
012821006,San Felipe,Bgy,,,,R," 1,114 ",
012821007,San Francisco (Pob.),Bgy,,,,R, 970 ,
012821008,San Isidro,Bgy,,,,U," 1,125 ",
012821009,San Joaquin (Pob.),Bgy,,,,U," 1,399 ",
012821010,San Jose,Bgy,,,,R," 1,542 ",
012821011,San Juan,Bgy,,,,R, 784 ,
012821012,San Leandro (Pob.),Bgy,,,,R," 1,328 ",
012821014,San Lorenzo,Bgy,,,,R, 964 ,
012821015,San Manuel,Bgy,,,,R, 814 ,
012821016,San Marcos,Bgy,,,,R," 1,377 ",
012821017,San Nicolas,Bgy,,,,R," 1,810 ",
012821018,San Pedro,Bgy,,,,R, 852 ,
012821019,San Roque,Bgy,,,,R, 981 ,
012821020,San Vicente (Pob.),Bgy,,,,R, 940 ,
012821021,Santa Barbara (Pob.),Bgy,,,,R, 604 ,
012821022,Santa Magdalena,Bgy,,,,R, 803 ,
012821023,Santa Rosa,Bgy,,,,R," 1,013 ",
012821024,Santo Santiago,Bgy,,,,R, 725 ,
012821025,Santo Tomas,Bgy,,,,R, 949 ,
012822000,Solsona,Mun,,,3rd,," 24,121 ",
012822001,Aguitap,Bgy,,,,R, 882 ,
012822002,Bagbag,Bgy,,,,R, 637 ,
012822003,Bagbago,Bgy,,,,R," 1,160 ",
012822004,Barcelona,Bgy,,,,R," 1,331 ",
012822005,Bubuos,Bgy,,,,R, 811 ,
012822006,Capurictan,Bgy,,,,R," 1,138 ",
012822007,Catangraran,Bgy,,,,R," 1,395 ",
012822008,Darasdas,Bgy,,,,R," 1,474 ",
012822009,Juan (Pob.),Bgy,,,,U," 2,376 ",
012822010,Laureta (Pob.),Bgy,,,,R," 1,438 ",
012822011,Lipay,Bgy,,,,R, 343 ,
012822012,Maananteng,Bgy,,,,R," 1,277 ",
012822013,Manalpac,Bgy,,,,R," 2,093 ",
012822014,Mariquet,Bgy,,,,R," 1,154 ",
012822015,Nagpatpatan,Bgy,,,,R, 702 ,
012822016,Nalasin,Bgy,,,,R, 685 ,
012822017,Puttao,Bgy,,,,R," 1,252 ",
012822018,San Juan,Bgy,,,,R, 550 ,
012822019,San Julian,Bgy,,,,R, 269 ,
012822020,Santa Ana,Bgy,,,,R," 1,208 ",
012822021,Santiago,Bgy,,,,R, 908 ,
012822022,Talugtog,Bgy,,,,R," 1,038 ",
012823000,Vintar,Mun,,,1st,," 32,220 ",
012823001,Abkir,Bgy,,,,R," 1,290 ",
012823003,Alsem,Bgy,,,,R, 508 ,
012823005,Bago,Bgy,,,,R, 384 ,
012823010,Bulbulala,Bgy,,,,R," 1,282 ",
012823011,Cabangaran,Bgy,,,,R, 607 ,
012823012,Cabayo,Bgy,,,,R, 556 ,
012823013,Cabisocolan,Bgy,,,,R, 744 ,
012823014,Canaam,Bgy,,,,R, 773 ,
012823015,Columbia,Bgy,,,,R, 764 ,
012823016,Dagupan,Bgy,,,,R, 616 ,
012823017,Pedro F. Alviar,Bgy,Diaton,,,R, 918 ,
012823019,Dipilat,Bgy,,,,R," 1,158 ",
012823022,Esperanza,Bgy,,,,R, 328 ,
012823023,Ester,Bgy,,,,R," 1,541 ",
012823024,Isic Isic,Bgy,,,,R," 1,796 ",
012823027,Lubnac,Bgy,,,,R," 1,668 ",
012823028,Mabanbanag,Bgy,,,,R, 671 ,
012823030,Alejo Malasig,Bgy,,,,R," 1,196 ",
012823031,Manarang,Bgy,,,,R, 666 ,
012823033,Margaay,Bgy,,,,R, 808 ,
012823035,Namoroc,Bgy,,,,R, 799 ,
012823038,Malampa,Bgy,Peninaan-Malampa,,,R, 776 ,
012823039,Parparoroc,Bgy,,,,R," 1,328 ",
012823040,Parut,Bgy,,,,R," 1,310 ",
012823047,Salsalamagui,Bgy,,,,R," 1,139 ",
012823049,San Jose,Bgy,Lipay,,,R, 835 ,
012823050,San Nicolas (Pob.),Bgy,,,,R," 1,115 ",
012823051,San Pedro (Pob.),Bgy,,,,R, 897 ,
012823052,San Ramon (Pob.),Bgy,,,,R," 1,221 ",
012823053,San Roque (Pob.),Bgy,,,,R," 1,064 ",
012823054,Santa Maria (Pob.),Bgy,,,,R," 1,033 ",
012823056,Tamdagan,Bgy,,,,R," 1,346 ",
012823058,Visaya,Bgy,,,,R," 1,083 ",
012900000,Ilocos Sur,Prov,,,1st,," 689,668 ",
012901000,Alilem,Mun,,,4th,," 6,695 ",
012901001,Alilem Daya (Pob.),Bgy,,,,R," 1,575 ",
012901002,Amilongan,Bgy,,,,R, 520 ,
012901003,Anaao,Bgy,,,,R, 772 ,
012901004,Apang,Bgy,,,,R, 489 ,
012901005,Apaya,Bgy,,,,R, 531 ,
012901006,Batbato,Bgy,,,,R, 502 ,
012901010,Daddaay,Bgy,,,,R, 608 ,
012901011,Dalawa,Bgy,,,,R," 1,241 ",
012901013,Kiat,Bgy,,,,R, 457 ,
012902000,Banayoyo,Mun,,,4th,," 7,748 ",
012902001,Bagbagotot,Bgy,,,,R, 450 ,
012902002,Banbanaal,Bgy,,,,R, 629 ,
012902004,Bisangol,Bgy,,,,R, 206 ,
012902005,Cadanglaan,Bgy,,,,R, 283 ,
012902006,Casilagan Norte,Bgy,,,,R, 551 ,
012902007,Casilagan Sur,Bgy,,,,R, 429 ,
012902008,Elefante,Bgy,,,,R, 572 ,
012902009,Guardia,Bgy,,,,R, 512 ,
012902010,Lintic,Bgy,,,,R," 1,312 ",
012902011,Lopez,Bgy,,,,R, 422 ,
012902012,Montero,Bgy,,,,R, 119 ,
012902013,Naguimba,Bgy,,,,R, 960 ,
012902014,Pila,Bgy,,,,R, 201 ,
012902015,Poblacion,Bgy,,,,R," 1,102 ",
012903000,Bantay,Mun,,,3rd,," 35,731 ",
012903001,Aggay,Bgy,,,,R, 733 ,
012903002,An-annam,Bgy,,,,R," 1,495 ",
012903003,Balaleng,Bgy,,,,U," 2,481 ",
012903004,Banaoang,Bgy,,,,R, 458 ,
012903005,Bulag,Bgy,,,,R," 2,568 ",
012903006,Buquig,Bgy,,,,R, 939 ,
012903007,Cabalanggan,Bgy,,,,R, 745 ,
012903008,Cabaroan,Bgy,,,,R, 819 ,
012903009,Cabusligan,Bgy,,,,R, 720 ,
012903010,Capangdanan,Bgy,,,,R, 923 ,
012903011,Guimod,Bgy,,,,R," 1,106 ",
012903012,Lingsat,Bgy,,,,R," 1,151 ",
012903013,Malingeb,Bgy,,,,R," 1,427 ",
012903014,Mira,Bgy,,,,R, 568 ,
012903015,Naguiddayan,Bgy,,,,R, 668 ,
012903016,Ora,Bgy,,,,R," 2,135 ",
012903017,Paing,Bgy,,,,R," 1,542 ",
012903018,Puspus,Bgy,,,,R, 534 ,
012903019,Quimmarayan,Bgy,,,,R, 577 ,
012903020,Sagneb,Bgy,,,,R, 363 ,
012903021,Sagpat,Bgy,,,,R, 766 ,
012903022,San Mariano,Bgy,Sallacong,,,R, 371 ,
012903023,San Isidro,Bgy,,,,R, 841 ,
012903024,San Julian,Bgy,,,,R, 961 ,
012903026,Sinabaan,Bgy,,,,R, 680 ,
012903027,Taguiporo,Bgy,,,,R," 1,349 ",
012903028,Taleb,Bgy,,,,R," 1,938 ",
012903029,Tay-ac,Bgy,,,,R," 2,609 ",
012903030,Barangay 1 (Pob.),Bgy,,,,R, 595 ,
012903031,Barangay 2 (Pob.),Bgy,,,,U, 660 ,
012903032,Barangay 3 (Pob.),Bgy,,,,R, 920 ,
012903033,Barangay 4 (Pob.),Bgy,,,,U, 970 ,
012903034,Barangay 5 (Pob.),Bgy,,,,U, 690 ,
012903035,Barangay 6 (Pob.),Bgy,,,,U, 429 ,
012904000,Burgos,Mun,,,4th,," 12,224 ",
012904001,Ambugat,Bgy,,,,R, 411 ,
012904002,Balugang,Bgy,,,,R, 445 ,
012904003,Bangbangar,Bgy,,,,R, 289 ,
012904005,Bessang,Bgy,,,,R, 437 ,
012904006,Cabcaburao,Bgy,,,,R, 501 ,
012904007,Cadacad,Bgy,,,,R, 386 ,
012904008,Callitong,Bgy,,,,R, 551 ,
012904009,Dayanki,Bgy,,,,R, 677 ,
012904010,Lesseb,Bgy,,,,R, 147 ,
012904011,Lubing,Bgy,,,,R, 436 ,
012904012,Lucaban,Bgy,,,,R, 498 ,
012904013,Luna,Bgy,,,,R," 1,126 ",
012904014,Macaoayan,Bgy,,,,R, 467 ,
012904015,Mambug,Bgy,,,,R, 612 ,
012904016,Manaboc,Bgy,,,,R, 586 ,
012904017,Mapanit,Bgy,,,,R, 264 ,
012904018,Poblacion Sur,Bgy,Masingit,,,R, 180 ,
012904019,Nagpanaoan,Bgy,,,,R, 384 ,
012904020,Dirdirig,Bgy,Dirdirig-Paday,,,R, 955 ,
012904022,Paduros,Bgy,,,,R, 688 ,
012904023,Patac,Bgy,,,,R, 268 ,
012904024,Poblacion Norte,Bgy,Bato,,,R, 339 ,
012904026,Sabangan Pinggan,Bgy,,,,R, 385 ,
012904027,Subadi Norte,Bgy,,,,R, 410 ,
012904028,Subadi Sur,Bgy,,,,R, 167 ,
012904029,Taliao,Bgy,,,,R, 615 ,
012905000,Cabugao,Mun,,,1st,," 37,501 ",
012905001,Alinaay,Bgy,,,,R, 808 ,
012905002,Aragan,Bgy,,,,R, 804 ,
012905003,Arnap,Bgy,,,,R," 1,242 ",
012905004,Baclig (Pob.),Bgy,,,,U," 2,366 ",
012905005,Bato,Bgy,,,,R, 533 ,
012905006,Bonifacio (Pob.),Bgy,,,,R," 1,372 ",
012905007,Bungro,Bgy,,,,R, 438 ,
012905008,Cacadiran,Bgy,,,,R, 915 ,
012905009,Caellayan,Bgy,,,,R," 1,067 ",
012905010,Carusipan,Bgy,,,,R, 562 ,
012905011,Catucdaan,Bgy,,,,R, 943 ,
012905012,Cuancabal,Bgy,,,,R, 969 ,
012905013,Cuantacla,Bgy,,,,R, 813 ,
012905014,Daclapan,Bgy,,,,R," 2,280 ",
012905015,Dardarat,Bgy,,,,R," 1,606 ",
012905016,Lipit,Bgy,,,,R, 840 ,
012905017,Maradodon,Bgy,,,,R, 753 ,
012905018,Margaay,Bgy,,,,R, 832 ,
012905019,Nagsantaan,Bgy,,,,R, 409 ,
012905020,Nagsincaoan,Bgy,,,,R, 426 ,
012905021,Namruangan,Bgy,,,,R," 1,914 ",
012905022,Pila,Bgy,,,,R, 752 ,
012905023,Pug-os,Bgy,,,,R," 1,917 ",
012905024,Quezon (Pob.),Bgy,,,,R," 2,093 ",
012905025,Reppaac,Bgy,,,,R, 364 ,
012905026,Rizal (Pob.),Bgy,,,,R," 1,398 ",
012905027,Sabang,Bgy,,,,R," 1,335 ",
012905028,Sagayaden,Bgy,,,,R," 1,197 ",
012905029,Salapasap,Bgy,,,,R," 1,821 ",
012905030,Salomague,Bgy,,,,U," 1,619 ",
012905031,Sisim,Bgy,,,,R, 732 ,
012905032,Turod,Bgy,,,,R," 1,452 ",
012905033,Turod-Patac,Bgy,,,,R, 929 ,
012906000,City of Candon,City,,CC,4th,," 60,623 ",
012906001,Allangigan Primero,Bgy,,,,R," 1,296 ",
012906002,Allangigan Segundo,Bgy,,,,R," 1,109 ",
012906003,Amguid,Bgy,,,,R, 699 ,
012906004,Ayudante,Bgy,,,,R, 952 ,
012906005,Bagani Camposanto,Bgy,,,,R," 2,125 ",
012906006,Bagani Gabor,Bgy,,,,R, 583 ,
012906007,Bagani Tocgo,Bgy,,,,R, 610 ,
012906008,Bagani Ubbog,Bgy,,,,R," 1,479 ",
012906009,Bagar,Bgy,,,,R," 1,327 ",
012906010,Balingaoan,Bgy,,,,R," 1,733 ",
012906015,Bugnay,Bgy,,,,R, 816 ,
012906016,Calaoaan,Bgy,,,,R," 2,572 ",
012906017,Calongbuyan,Bgy,,,,R," 2,716 ",
012906018,Caterman,Bgy,,,,R," 2,497 ",
012906019,Cubcubboot,Bgy,,,,R, 458 ,
012906020,Darapidap,Bgy,,,,R," 3,253 ",
012906022,Langlangca Primero,Bgy,,,,R, 668 ,
012906023,Langlangca Segundo,Bgy,,,,R," 1,230 ",
012906024,Oaig-Daya,Bgy,,,,R," 2,119 ",
012906025,Palacapac,Bgy,,,,R, 810 ,
012906026,Paras,Bgy,,,,R," 1,299 ",
012906027,Parioc Primero,Bgy,,,,R," 1,314 ",
012906028,Parioc Segundo,Bgy,,,,R," 1,580 ",
012906029,Patpata Primero,Bgy,,,,R," 1,130 ",
012906030,Patpata Segundo,Bgy,,,,R," 1,665 ",
012906031,Paypayad,Bgy,,,,R," 2,402 ",
012906032,Salvador Primero,Bgy,,,,R, 950 ,
012906033,Salvador Segundo,Bgy,,,,R, 802 ,
012906034,San Agustin,Bgy,,,,R," 1,671 ",
012906035,San Andres,Bgy,,,,R, 773 ,
012906036,San Antonio (Pob.),Bgy,,,,U," 1,090 ",
012906037,San Isidro (Pob.),Bgy,,,,U," 2,028 ",
012906038,San Jose (Pob.),Bgy,,,,U," 2,044 ",
012906039,San Juan (Pob.),Bgy,,,,R, 865 ,
012906040,San Nicolas,Bgy,,,,R," 2,651 ",
012906041,San Pedro,Bgy,,,,R, 721 ,
012906042,Santo Tomas,Bgy,,,,R, 724 ,
012906043,Tablac,Bgy,,,,R," 3,151 ",
012906044,Talogtog,Bgy,,,,R," 1,920 ",
012906045,Tamurong Primero,Bgy,,,,R," 1,420 ",
012906046,Tamurong Segundo,Bgy,,,,R, 924 ,
012906048,Villarica,Bgy,,,,R, 447 ,
012907000,Caoayan,Mun,,,4th,," 19,861 ",
012907001,Anonang Mayor,Bgy,,,,R," 1,061 ",
012907002,Anonang Menor,Bgy,,,,R, 876 ,
012907003,Baggoc,Bgy,,,,R, 749 ,
012907004,Callaguip,Bgy,,,,R, 994 ,
012907005,Caparacadan,Bgy,,,,R, 376 ,
012907006,Fuerte,Bgy,,,,R," 2,711 ",
012907007,Manangat,Bgy,,,,R," 1,038 ",
012907008,Naguilian,Bgy,,,,U," 1,432 ",
012907009,Nansuagao,Bgy,,,,R, 770 ,
012907010,Pandan,Bgy,,,,R," 1,291 ",
012907011,Pantay-Quitiquit,Bgy,,,,R, 422 ,
012907012,Don Dimas Querubin (Pob.),Bgy,,,,R," 1,005 ",
012907013,Puro,Bgy,,,,R," 1,227 ",
012907014,Pantay Tamurong,Bgy,,,,R," 2,020 ",
012907015,Villamar,Bgy,,,,R," 1,585 ",
012907016,Don Alejandro Quirolgico (Pob.),Bgy,,,,R," 1,268 ",
012907017,Don Lorenzo Querubin (Pob.),Bgy,,,,R," 1,036 ",
012908000,Cervantes,Mun,,,4th,," 17,211 ",
012908001,Aluling,Bgy,,,,R," 1,286 ",
012908002,Comillas North,Bgy,,,,R," 1,870 ",
012908003,Comillas South,Bgy,,,,R," 1,834 ",
012908004,Concepcion (Pob.),Bgy,,,,U," 1,791 ",
012908005,Dinwede East,Bgy,,,,R, 564 ,
012908006,Dinwede West,Bgy,,,,R, 686 ,
012908007,Libang,Bgy,,,,R," 1,003 ",
012908010,Pilipil,Bgy,,,,R, 406 ,
012908013,Remedios,Bgy,,,,R," 1,070 ",
012908014,Rosario (Pob.),Bgy,,,,R," 2,115 ",
012908015,San Juan,Bgy,,,,R," 2,004 ",
012908016,San Luis,Bgy,,,,R, 900 ,
012908017,Malaya,Bgy,,,,R," 1,682 ",
012909000,Galimuyod,Mun,,,4th,," 10,748 ",
012909001,Abaya,Bgy,,,,R, 311 ,
012909002,Baracbac,Bgy,,,,R, 293 ,
012909003,Bidbiday,Bgy,,,,R, 831 ,
012909004,Bitong,Bgy,,,,R, 214 ,
012909005,Borobor,Bgy,,,,R, 279 ,
012909006,Calimugtong,Bgy,,,,R, 507 ,
012909007,Calongbuyan,Bgy,,,,R, 639 ,
012909008,Calumbaya,Bgy,,,,R, 289 ,
012909009,Daldagan,Bgy,,,,R, 428 ,
012909010,Kilang,Bgy,,,,R, 205 ,
012909011,Legaspi,Bgy,,,,R, 355 ,
012909012,Mabayag,Bgy,,,,R, 357 ,
012909013,Matanubong,Bgy,,,,R, 206 ,
012909014,Mckinley,Bgy,,,,R, 572 ,
012909015,Nagsingcaoan,Bgy,,,,R, 292 ,
012909016,Oaig-Daya,Bgy,,,,R, 316 ,
012909017,Pagangpang,Bgy,,,,R, 504 ,
012909018,Patac,Bgy,,,,R," 1,433 ",
012909019,Poblacion,Bgy,,,,R, 536 ,
012909020,Rubio,Bgy,,,,R, 658 ,
012909021,Sabangan-Bato,Bgy,,,,R, 524 ,
012909022,Sacaang,Bgy,,,,R, 403 ,
012909023,San Vicente,Bgy,,,,R, 253 ,
012909024,Sapang,Bgy,,,,R, 343 ,
012910000,Gregorio del Pilar,Mun,Concepcion,,5th,," 4,875 ",
012910001,Alfonso,Bgy,Tangaoan,,,R, 958 ,
012910002,Bussot,Bgy,,,,R, 529 ,
012910003,Concepcion,Bgy,,,,U, 825 ,
012910004,Dapdappig,Bgy,,,,R, 536 ,
012910005,Matue-Butarag,Bgy,,,,R, 771 ,
012910007,Poblacion Norte,Bgy,,,,R, 616 ,
012910008,Poblacion Sur,Bgy,,,,R, 640 ,
012911000,Lidlidda,Mun,,,5th,," 4,647 ",
012911001,Banucal,Bgy,,,,R, 705 ,
012911002,Bequi-Walin,Bgy,,,,R, 550 ,
012911003,Bugui,Bgy,,,,R, 273 ,
012911004,Calungbuyan,Bgy,,,,R, 224 ,
012911005,Carcarabasa,Bgy,,,,R, 401 ,
012911006,Labut,Bgy,,,,R, 281 ,
012911007,Poblacion Norte,Bgy,,,,R, 974 ,
012911008,Poblacion Sur,Bgy,,,,R, 308 ,
012911009,San Vicente,Bgy,,,,R, 420 ,
012911010,Suysuyan,Bgy,,,,R, 338 ,
012911011,Tay-ac,Bgy,,,,R, 173 ,
012912000,Magsingal,Mun,,,3rd,," 30,792 ",
012912001,Alangan,Bgy,,,,R, 844 ,
012912002,Bacar,Bgy,,,,R, 622 ,
012912006,Barbarit,Bgy,,,,R, 911 ,
012912007,Bungro,Bgy,,,,R," 1,466 ",
012912008,Cabaroan,Bgy,,,,R, 610 ,
012912010,Cadanglaan,Bgy,,,,R, 191 ,
012912011,Caraisan,Bgy,,,,R, 787 ,
012912014,Dacutan,Bgy,,,,R, 820 ,
012912015,Labut,Bgy,,,,R, 774 ,
012912017,Maas-asin,Bgy,,,,R, 747 ,
012912018,Macatcatud,Bgy,,,,R, 928 ,
012912019,Namalpalan,Bgy,,,,R," 1,090 ",
012912020,Manzante,Bgy,,,,R," 1,887 ",
012912022,Maratudo,Bgy,,,,R," 1,312 ",
012912023,Miramar,Bgy,,,,R," 1,408 ",
012912025,Napo,Bgy,,,,R," 1,007 ",
012912026,Pagsanaan Norte,Bgy,,,,R, 563 ,
012912027,Pagsanaan Sur,Bgy,,,,R, 655 ,
012912028,Panay Norte,Bgy,,,,R," 1,367 ",
012912029,Panay Sur,Bgy,,,,R, 683 ,
012912030,Patong,Bgy,,,,R," 1,508 ",
012912031,Puro,Bgy,,,,R," 4,535 ",
012912032,San Basilio (Pob.),Bgy,,,,R, 536 ,
012912033,San Clemente (Pob.),Bgy,,,,R," 1,074 ",
012912034,San Julian (Pob.),Bgy,,,,R, 556 ,
012912035,San Lucas (Pob.),Bgy,,,,R, 670 ,
012912036,San Ramon (Pob.),Bgy,,,,R, 935 ,
012912037,San Vicente (Pob.),Bgy,,,,R, 756 ,
012912038,Santa Monica,Bgy,,,,R, 792 ,
012912039,Sarsaracat,Bgy,,,,R, 758 ,
012913000,Nagbukel,Mun,,,5th,," 5,259 ",
012913001,Balaweg,Bgy,,,,R, 558 ,
012913002,Bandril,Bgy,,,,R, 426 ,
012913003,Bantugo,Bgy,,,,R, 688 ,
012913004,Cadacad,Bgy,,,,R, 237 ,
012913005,Casilagan,Bgy,,,,R, 308 ,
012913006,Casocos,Bgy,,,,R, 187 ,
012913007,Lapting,Bgy,,,,R, 399 ,
012913008,Mapisi,Bgy,,,,R, 367 ,
012913009,Mission,Bgy,,,,R, 385 ,
012913010,Poblacion East,Bgy,,,,R, 517 ,
012913011,Poblacion West,Bgy,,,,R, 546 ,
012913012,Taleb,Bgy,,,,R, 641 ,
012914000,Narvacan,Mun,,,2nd,," 44,006 ",
012914001,Abuor,Bgy,,,,R," 1,147 ",
012914002,Ambulogan,Bgy,,,,R," 1,407 ",
012914004,Aquib,Bgy,,,,R, 937 ,
012914005,Banglayan,Bgy,,,,R," 1,120 ",
012914006,Bulanos,Bgy,,,,R, 937 ,
012914007,Cadacad,Bgy,,,,R, 682 ,
012914008,Cagayungan,Bgy,,,,R," 1,198 ",
012914009,Camarao,Bgy,,,,R," 1,321 ",
012914010,Casilagan,Bgy,,,,R, 647 ,
012914011,Codoog,Bgy,,,,R, 952 ,
012914012,Dasay,Bgy,,,,R," 1,254 ",
012914013,Dinalaoan,Bgy,,,,R," 1,103 ",
012914014,Estancia,Bgy,,,,R, 244 ,
012914015,Lanipao,Bgy,,,,R, 647 ,
012914016,Lungog,Bgy,,,,U," 2,152 ",
012914017,Margaay,Bgy,,,,R," 2,227 ",
012914018,Marozo,Bgy,,,,R," 1,304 ",
012914019,Naguneg,Bgy,,,,R," 1,947 ",
012914020,Orence,Bgy,,,,R," 1,876 ",
012914021,Pantoc,Bgy,,,,R," 1,078 ",
012914022,Paratong,Bgy,,,,U," 1,612 ",
012914023,Parparia,Bgy,,,,R," 1,241 ",
012914024,Quinarayan,Bgy,,,,U," 2,739 ",
012914025,Rivadavia,Bgy,,,,R, 747 ,
012914026,San Antonio,Bgy,,,,R," 1,866 ",
012914027,San Jose (Pob.),Bgy,,,,U," 1,393 ",
012914028,San Pablo,Bgy,,,,R," 1,228 ",
012914029,San Pedro,Bgy,,,,R," 1,947 ",
012914030,Santa Lucia (Pob.),Bgy,,,,U," 1,574 ",
012914031,Sarmingan,Bgy,,,,R, 520 ,
012914032,Sucoc,Bgy,,,,R," 1,517 ",
012914033,Sulvec,Bgy,,,,R," 2,005 ",
012914034,Turod,Bgy,,,,R, 619 ,
012914035,Bantay Abot,Bgy,,,,R, 818 ,
012915000,Quirino,Mun,Angkaki,,4th,," 8,573 ",
012915001,Banoen,Bgy,,,,R, 636 ,
012915002,Cayus,Bgy,,,,R, 721 ,
012915003,Patungcaleo,Bgy,Lamag,,,R," 1,117 ",
012915004,Malideg,Bgy,,,,R, 782 ,
012915005,Namitpit,Bgy,,,,R," 1,266 ",
012915006,Patiacan,Bgy,,,,R, 953 ,
012915007,Legleg (Pob.),Bgy,,,,R," 1,865 ",
012915008,Suagayan,Bgy,,,,R, 680 ,
012915009,Lamag,Bgy,Tubtuba,,,R, 553 ,
012916000,Salcedo,Mun,Baugen,,4th,," 11,288 ",
012916001,Atabay,Bgy,,,,R, 288 ,
012916002,Calangcuasan,Bgy,,,,R," 1,079 ",
012916003,Balidbid,Bgy,,,,R," 1,181 ",
012916004,Baluarte,Bgy,,,,R, 690 ,
012916005,Baybayading,Bgy,,,,R, 248 ,
012916006,Boguibog,Bgy,,,,R, 734 ,
012916007,Bulala-Leguey,Bgy,,,,R, 306 ,
012916008,Kaliwakiw,Bgy,,,,R, 374 ,
012916010,Culiong,Bgy,,,,R, 271 ,
012916011,Dinaratan,Bgy,,,,R, 811 ,
012916012,Kinmarin,Bgy,,,,R, 382 ,
012916013,Lucbuban,Bgy,,,,R, 539 ,
012916014,Madarang,Bgy,,,,R, 303 ,
012916015,Maligcong,Bgy,,,,R, 323 ,
012916016,Pias,Bgy,,,,R, 546 ,
012916017,Poblacion Norte,Bgy,,,,R, 845 ,
012916018,Poblacion Sur,Bgy,,,,R, 597 ,
012916019,San Gaspar,Bgy,,,,R, 369 ,
012916020,San Tiburcio,Bgy,,,,R, 600 ,
012916021,Sorioan,Bgy,,,,R, 622 ,
012916022,Ubbog,Bgy,,,,R, 180 ,
012917000,San Emilio,Mun,,,4th,," 7,407 ",
012917001,Cabaroan (Pob.),Bgy,,,,R," 1,146 ",
012917002,Kalumsing,Bgy,,,,R, 710 ,
012917003,Lancuas,Bgy,,,,R, 889 ,
012917004,Matibuey,Bgy,,,,R," 1,064 ",
012917005,Paltoc,Bgy,,,,R, 562 ,
012917006,Sibsibbu,Bgy,,,,R, 656 ,
012917007,Tiagan,Bgy,,,,R," 1,710 ",
012917008,San Miliano,Bgy,,,,R, 670 ,
012918000,San Esteban,Mun,,,5th,," 8,349 ",
012918001,Ansad,Bgy,,,,U, 692 ,
